state,sdg,value,year,Murders per 1 lakh population
Jhārkhand,SDG 4,94.08,2020,94.08
Jhārkhand,SDG 4,50.69,2021,50.69
Jhārkhand,SDG 4,40.94,2022,40.94
Jhārkhand,SDG 5,81.09,2015,81.09
Jhārkhand,SDG 5,83.58,2016,83.58
Jhārkhand,SDG 5,33.22,2017,33.22
Jhārkhand,SDG 5,69.36,2018,69.36
Jhārkhand,SDG 5,77.11,2019,77.11
Jhārkhand,SDG 5,65.47,2020,65.47
Jhārkhand,SDG 5,15.16,2021,15.16
Jhārkhand,SDG 5,87.59,2022,87.59
Jhārkhand,SDG 6,53.91,2015,53.91
Jhārkhand,SDG 6,28.25,2016,28.25
Jhārkhand,SDG 6,42.52,2017,42.52
Jhārkhand,SDG 6,3.76,2018,3.76
Jhārkhand,SDG 6,12.79,2019,12.79
Jhārkhand,SDG 6,76.55,2020,76.55
Jhārkhand,SDG 6,0,2021,0
Jhārkhand,SDG 6,41.66,2022,41.66
Jhārkhand,SDG 7,52.25,2015,52.25
Jhārkhand,SDG 7,5.46,2016,5.46
Jhārkhand,SDG 7,97.31,2017,97.31
Jhārkhand,SDG 7,22.61,2018,22.61
Jhārkhand,SDG 7,30.42,2019,30.42
Jhārkhand,SDG 7,30.39,2020,30.39
Jhārkhand,SDG 7,23.04,2021,23.04
Jhārkhand,SDG 7,0.15,2022,0.15
Jhārkhand,SDG 8,72.93,2015,72.93
Jhārkhand,SDG 8,96.68,2016,96.68
Jhārkhand,SDG 8,22.43,2017,22.43
Jhārkhand,SDG 8,66.3,2018,66.3
Jhārkhand,SDG 8,74.19,2019,74.19
Jhārkhand,SDG 8,84.84,2020,84.84
Jhārkhand,SDG 8,42.26,2021,42.26
Jhārkhand,SDG 8,30.29,2022,30.29
Jhārkhand,SDG 9,32.53,2015,32.53
Jhārkhand,SDG 9,71.26,2016,71.26
Jhārkhand,SDG 9,81.68,2017,81.68
Jhārkhand,SDG 9,18.16,2018,18.16
Jhārkhand,SDG 9,37.09,2019,37.09
Jhārkhand,SDG 9,90.19,2020,90.19
Jhārkhand,SDG 9,80.67,2021,80.67
Jhārkhand,SDG 9,98.49,2022,98.49
Jhārkhand,SDG 10,75.42,2015,75.42
Jhārkhand,SDG 10,39.32,2016,39.32
Jhārkhand,SDG 10,59.06,2017,59.06
Jhārkhand,SDG 10,66.1,2018,66.1
Jhārkhand,SDG 10,7.85,2019,7.85
Jhārkhand,SDG 10,54.45,2020,54.45
Jhārkhand,SDG 10,70.93,2021,70.93
Jhārkhand,SDG 10,16.73,2022,16.73
Jhārkhand,SDG 11,78.06,2015,78.06
Jhārkhand,SDG 11,58.38,2016,58.38
Jhārkhand,SDG 11,95.22,2017,95.22
Jhārkhand,SDG 11,4.24,2018,4.24
Jhārkhand,SDG 11,26.53,2019,26.53
Jhārkhand,SDG 11,60.16,2020,60.16
Jhārkhand,SDG 11,29.66,2021,29.66
Jhārkhand,SDG 11,71.44,2022,71.44
Jhārkhand,SDG 12,75.9,2015,75.9
Jhārkhand,SDG 12,10.25,2016,10.25
Jhārkhand,SDG 12,51.39,2017,51.39
Jhārkhand,SDG 12,50.89,2018,50.89
Jhārkhand,SDG 12,36.93,2019,36.93
Jhārkhand,SDG 12,93.29,2020,93.29
Jhārkhand,SDG 12,82.75,2021,82.75
Jhārkhand,SDG 12,69.72,2022,69.72
Jhārkhand,SDG 13,71.43,2015,71.43
Jhārkhand,SDG 13,46.17,2016,46.17
Jhārkhand,SDG 13,92.1,2017,92.1
Jhārkhand,SDG 13,69.46,2018,69.46
Jhārkhand,SDG 13,72.9,2019,72.9
Jhārkhand,SDG 13,86.17,2020,86.17
Jhārkhand,SDG 13,27.41,2021,27.41
Jhārkhand,SDG 13,80.71,2022,80.71
Jhārkhand,SDG 14,19.52,2015,19.52
Jhārkhand,SDG 14,34.53,2016,34.53
Jhārkhand,SDG 14,33.56,2017,33.56
Jhārkhand,SDG 14,97.85,2018,97.85
Jhārkhand,SDG 14,85.65,2019,85.65
Jhārkhand,SDG 14,70.12,2020,70.12
Jhārkhand,SDG 14,72.71,2021,72.71
Jhārkhand,SDG 14,56.21,2022,56.21
Jhārkhand,SDG 15,94.71,2015,94.71
Jhārkhand,SDG 15,49.63,2016,49.63
Jhārkhand,SDG 15,38.05,2017,38.05
Jhārkhand,SDG 15,16.3,2018,16.3
Jhārkhand,SDG 15,78.62,2019,78.62
Jhārkhand,SDG 15,73.44,2020,73.44
Jhārkhand,SDG 15,38.44,2021,38.44
Jhārkhand,SDG 15,2.52,2022,2.52
Jhārkhand,SDG 16,83.9,2015,83.9
Jhārkhand,SDG 16,1.14,2016,1.14
Jhārkhand,SDG 16,70.37,2017,70.37
Jhārkhand,SDG 16,97.03,2018,97.03
Jhārkhand,SDG 16,43.77,2019,43.77
Jhārkhand,SDG 16,23.5,2020,23.5
Jhārkhand,SDG 16,70.49,2021,70.49
Jhārkhand,SDG 16,81.71,2022,81.71
Jhārkhand,SDG 17,54.64,2015,54.64
Jhārkhand,SDG 17,96.7,2016,96.7
Jhārkhand,SDG 17,5.17,2017,5.17
Jhārkhand,SDG 17,50.48,2018,50.48
Jhārkhand,SDG 17,71.85,2019,71.85
Jhārkhand,SDG 17,86.26,2020,86.26
Jhārkhand,SDG 17,17.93,2021,17.93
Jhārkhand,SDG 17,80,2022,80
Assam,SDG 1,55.27,2015,55.27
Assam,SDG 1,39.66,2016,39.66
Assam,SDG 1,13.17,2017,13.17
Assam,SDG 1,86.53,2018,86.53
Assam,SDG 1,15.73,2019,15.73
Assam,SDG 1,30.98,2020,30.98
Assam,SDG 1,29,2021,29
Assam,SDG 1,87.14,2022,87.14
Assam,SDG 2,67.27,2015,67.27
Assam,SDG 2,79.67,2016,79.67
Assam,SDG 2,25.05,2017,25.05
Assam,SDG 2,62.49,2018,62.49
Assam,SDG 2,57.17,2019,57.17
Assam,SDG 2,83.28,2020,83.28
Assam,SDG 2,90.61,2021,90.61
Assam,SDG 2,1.22,2022,1.22
Assam,SDG 3,67.4,2015,67.4
Assam,SDG 3,5.18,2016,5.18
Assam,SDG 3,54.89,2017,54.89
Assam,SDG 3,28.76,2018,28.76
Assam,SDG 3,30.68,2019,30.68
Assam,SDG 3,35.3,2020,35.3
Assam,SDG 3,62.13,2021,62.13
Assam,SDG 3,33.4,2022,33.4
Assam,SDG 4,73.27,2015,73.27
Assam,SDG 4,40.45,2016,40.45
Assam,SDG 4,6.84,2017,6.84
Assam,SDG 4,78.38,2018,78.38
Assam,SDG 4,28.58,2019,28.58
Assam,SDG 4,43.28,2020,43.28
Assam,SDG 4,68.54,2021,68.54
Assam,SDG 4,33.25,2022,33.25
Assam,SDG 5,5.66,2015,5.66
Assam,SDG 5,37.39,2016,37.39
Assam,SDG 5,94.44,2017,94.44
Assam,SDG 5,64.17,2018,64.17
Assam,SDG 5,67.15,2019,67.15
Assam,SDG 5,63.23,2020,63.23
Assam,SDG 5,19.9,2021,19.9
Assam,SDG 5,41.83,2022,41.83
Assam,SDG 6,75.09,2015,75.09
Assam,SDG 6,10.14,2016,10.14
Assam,SDG 6,27.79,2017,27.79
Assam,SDG 6,27.63,2018,27.63
Assam,SDG 6,43.2,2019,43.2
Assam,SDG 6,98.04,2020,98.04
Assam,SDG 6,6.75,2021,6.75
Assam,SDG 6,51.87,2022,51.87
Assam,SDG 7,17.94,2015,17.94
Assam,SDG 7,97.07,2016,97.07
Assam,SDG 7,11.33,2017,11.33
Assam,SDG 7,40.36,2018,40.36
Assam,SDG 7,73.79,2019,73.79
Assam,SDG 7,70.46,2020,70.46
Assam,SDG 7,42.27,2021,42.27
Assam,SDG 7,34.65,2022,34.65
Assam,SDG 8,39.76,2015,39.76
Assam,SDG 8,26.43,2016,26.43
Assam,SDG 8,20.53,2017,20.53
Assam,SDG 8,48.3,2018,48.3
Assam,SDG 8,26.85,2019,26.85
Assam,SDG 8,28.75,2020,28.75
Assam,SDG 8,65.68,2021,65.68
Assam,SDG 8,96.85,2022,96.85
Assam,SDG 9,60.36,2015,60.36
Assam,SDG 9,7.7,2016,7.7
Assam,SDG 9,7.56,2017,7.56
Assam,SDG 9,95.14,2018,95.14
Assam,SDG 9,29.73,2019,29.73
Assam,SDG 9,9.21,2020,9.21
Assam,SDG 9,59.9,2021,59.9
Assam,SDG 9,62.36,2022,62.36
Assam,SDG 10,64.85,2015,64.85
Assam,SDG 10,26.74,2016,26.74
Assam,SDG 10,1.51,2017,1.51
Assam,SDG 10,96.5,2018,96.5
Assam,SDG 10,25.09,2019,25.09
Assam,SDG 10,67.6,2020,67.6
Assam,SDG 10,70.66,2021,70.66
Assam,SDG 10,61,2022,61
Assam,SDG 11,31.29,2015,31.29
Assam,SDG 11,27.11,2016,27.11
Assam,SDG 11,59.77,2017,59.77
Assam,SDG 11,86.61,2018,86.61
Assam,SDG 11,94.67,2019,94.67
Assam,SDG 11,10.59,2020,10.59
Assam,SDG 11,15.48,2021,15.48
Assam,SDG 11,94.47,2022,94.47
Assam,SDG 12,73.65,2015,73.65
Assam,SDG 12,88.3,2016,88.3
Assam,SDG 12,20.26,2017,20.26
Assam,SDG 12,58.76,2018,58.76
Assam,SDG 12,70.11,2019,70.11
Assam,SDG 12,68.01,2020,68.01
Assam,SDG 12,40.82,2021,40.82
Assam,SDG 12,1.54,2022,1.54
Assam,SDG 13,58.29,2015,58.29
Assam,SDG 13,25.31,2016,25.31
Assam,SDG 13,45.03,2017,45.03
Assam,SDG 13,95.76,2018,95.76
Assam,SDG 13,39.9,2019,39.9
Assam,SDG 13,83.98,2020,83.98
Assam,SDG 13,18.85,2021,18.85
Assam,SDG 13,67.25,2022,67.25
Assam,SDG 14,97.7,2015,97.7
Assam,SDG 14,10.19,2016,10.19
Assam,SDG 14,0.83,2017,0.83
Assam,SDG 14,43.36,2018,43.36
Assam,SDG 14,9.26,2019,9.26
Assam,SDG 14,74.84,2020,74.84
Assam,SDG 14,91.45,2021,91.45
Assam,SDG 14,43.4,2022,43.4
Assam,SDG 15,25.87,2015,25.87
Assam,SDG 15,43.44,2016,43.44
Assam,SDG 15,72.34,2017,72.34
Assam,SDG 15,0.91,2018,0.91
Assam,SDG 15,58.95,2019,58.95
Assam,SDG 15,61.33,2020,61.33
Assam,SDG 15,63.77,2021,63.77
Assam,SDG 15,24.2,2022,24.2
Assam,SDG 16,71.41,2015,71.41
Assam,SDG 16,9.14,2016,9.14
Assam,SDG 16,19.93,2017,19.93
Assam,SDG 16,87.75,2018,87.75
Assam,SDG 16,73.87,2019,73.87
Assam,SDG 16,1.37,2020,1.37
Assam,SDG 16,24.84,2021,24.84
Assam,SDG 16,21.44,2022,21.44
Assam,SDG 17,27.08,2015,27.08
Assam,SDG 17,24.76,2016,24.76
Assam,SDG 17,6.25,2017,6.25
Assam,SDG 17,45.89,2018,45.89
Assam,SDG 17,73.27,2019,73.27
Assam,SDG 17,60.67,2020,60.67
Assam,SDG 17,67.29,2021,67.29
Assam,SDG 17,8.11,2022,8.11
Manipur,SDG 1,95.15,2015,95.15
Manipur,SDG 1,83.85,2016,83.85
Manipur,SDG 1,80.51,2017,80.51
Manipur,SDG 1,82.3,2018,82.3
Manipur,SDG 1,93.27,2019,93.27
Manipur,SDG 1,54.43,2020,54.43
Manipur,SDG 1,20.03,2021,20.03
Manipur,SDG 1,61.68,2022,61.68
Manipur,SDG 2,74.29,2015,74.29
Manipur,SDG 2,73.79,2016,73.79
Manipur,SDG 2,52.14,2017,52.14
Manipur,SDG 2,6.85,2018,6.85
Manipur,SDG 2,37.11,2019,37.11
Manipur,SDG 2,92.08,2020,92.08
Manipur,SDG 2,58.44,2021,58.44
Manipur,SDG 2,53.83,2022,53.83
Manipur,SDG 3,26.89,2015,26.89
Manipur,SDG 3,36.84,2016,36.84
Manipur,SDG 3,89.53,2017,89.53
Manipur,SDG 3,66.65,2018,66.65
Manipur,SDG 3,78.74,2019,78.74
Manipur,SDG 3,45.43,2020,45.43
Manipur,SDG 3,63.02,2021,63.02
Manipur,SDG 3,24.84,2022,24.84
Manipur,SDG 4,70.55,2015,70.55
Manipur,SDG 4,42.76,2016,42.76
Manipur,SDG 4,44.25,2017,44.25
Manipur,SDG 4,64.93,2018,64.93
Manipur,SDG 4,93.63,2019,93.63
Manipur,SDG 4,6.4,2020,6.4
Manipur,SDG 4,82.47,2021,82.47
Manipur,SDG 4,29.24,2022,29.24
Manipur,SDG 5,44.39,2015,44.39
Manipur,SDG 5,2.19,2016,2.19
Manipur,SDG 5,30.1,2017,30.1
Manipur,SDG 5,50.26,2018,50.26
Manipur,SDG 5,5.62,2019,5.62
Manipur,SDG 5,49.11,2020,49.11
Manipur,SDG 5,92.71,2021,92.71
Manipur,SDG 5,10.54,2022,10.54
Manipur,SDG 6,76.44,2015,76.44
Manipur,SDG 6,40.97,2016,40.97
Manipur,SDG 6,65.52,2017,65.52
Manipur,SDG 6,26.02,2018,26.02
Manipur,SDG 6,15.95,2019,15.95
Manipur,SDG 6,16.05,2020,16.05
Manipur,SDG 6,7.05,2021,7.05
Manipur,SDG 6,18.56,2022,18.56
Manipur,SDG 7,66.42,2015,66.42
Manipur,SDG 7,88.17,2016,88.17
Manipur,SDG 7,81.41,2017,81.41
Manipur,SDG 7,68.51,2018,68.51
Manipur,SDG 7,11.04,2019,11.04
Manipur,SDG 7,28.92,2020,28.92
Manipur,SDG 7,30.98,2021,30.98
Manipur,SDG 7,25,2022,25
Manipur,SDG 8,51.5,2015,51.5
Manipur,SDG 8,53.56,2016,53.56
Manipur,SDG 8,35.69,2017,35.69
Manipur,SDG 8,35.38,2018,35.38
Manipur,SDG 8,82.86,2019,82.86
Manipur,SDG 8,78.93,2020,78.93
Manipur,SDG 8,30.78,2021,30.78
Manipur,SDG 8,91.38,2022,91.38
Manipur,SDG 9,95.28,2015,95.28
Manipur,SDG 9,32.67,2016,32.67
Manipur,SDG 9,35.44,2017,35.44
Manipur,SDG 9,50.56,2018,50.56
Manipur,SDG 9,94.11,2019,94.11
Manipur,SDG 9,87.63,2020,87.63
Manipur,SDG 9,10.26,2021,10.26
Manipur,SDG 9,39.27,2022,39.27
Manipur,SDG 10,55.34,2015,55.34
Manipur,SDG 10,50.31,2016,50.31
Manipur,SDG 10,19.39,2017,19.39
Manipur,SDG 10,85.88,2018,85.88
Manipur,SDG 10,67.69,2019,67.69
Manipur,SDG 10,83.79,2020,83.79
Manipur,SDG 10,85.88,2021,85.88
Manipur,SDG 10,74.84,2022,74.84
Manipur,SDG 11,43.92,2015,43.92
Manipur,SDG 11,61.05,2016,61.05
Manipur,SDG 11,16.04,2017,16.04
Manipur,SDG 11,67.36,2018,67.36
Manipur,SDG 11,17.93,2019,17.93
Manipur,SDG 11,69.39,2020,69.39
Manipur,SDG 11,22.96,2021,22.96
Manipur,SDG 11,11.76,2022,11.76
Manipur,SDG 12,16.53,2015,16.53
Manipur,SDG 12,0.2,2016,0.2
Manipur,SDG 12,71.87,2017,71.87
Manipur,SDG 12,73.24,2018,73.24
Manipur,SDG 12,51.49,2019,51.49
Manipur,SDG 12,16.14,2020,16.14
Manipur,SDG 12,8.36,2021,8.36
Manipur,SDG 12,1.91,2022,1.91
Manipur,SDG 13,16.57,2015,16.57
Manipur,SDG 13,89.09,2016,89.09
Manipur,SDG 13,24.15,2017,24.15
Manipur,SDG 13,35.43,2018,35.43
Manipur,SDG 13,10.53,2019,10.53
Manipur,SDG 13,22.24,2020,22.24
Manipur,SDG 13,51.92,2021,51.92
Manipur,SDG 13,60.78,2022,60.78
Manipur,SDG 14,24.54,2015,24.54
Manipur,SDG 14,5.77,2016,5.77
Manipur,SDG 14,39.1,2017,39.1
Manipur,SDG 14,23.42,2018,23.42
Manipur,SDG 14,21.96,2019,21.96
Manipur,SDG 14,95.99,2020,95.99
Manipur,SDG 14,61.63,2021,61.63
Manipur,SDG 14,55.69,2022,55.69
Manipur,SDG 15,41.58,2015,41.58
Manipur,SDG 15,42.89,2016,42.89
Manipur,SDG 15,54.09,2017,54.09
Manipur,SDG 15,69.64,2018,69.64
Manipur,SDG 15,70.21,2019,70.21
Manipur,SDG 15,17.17,2020,17.17
Manipur,SDG 15,50.01,2021,50.01
Manipur,SDG 15,41.2,2022,41.2
Manipur,SDG 16,87.05,2015,87.05
Manipur,SDG 16,63.14,2016,63.14
Manipur,SDG 16,53.25,2017,53.25
Manipur,SDG 16,11.54,2018,11.54
Manipur,SDG 16,60.56,2019,60.56
Manipur,SDG 16,11.72,2020,11.72
Manipur,SDG 16,33.72,2021,33.72
Manipur,SDG 16,14.28,2022,14.28
Manipur,SDG 17,69.21,2015,69.21
Manipur,SDG 17,20.63,2016,20.63
Manipur,SDG 17,39.19,2017,39.19
Manipur,SDG 17,89.57,2018,89.57
Manipur,SDG 17,20.43,2019,20.43
Manipur,SDG 17,50.78,2020,50.78
Manipur,SDG 17,41.93,2021,41.93
Manipur,SDG 17,1.81,2022,1.81
Karnātaka,SDG 1,79.28,2015,79.28
Karnātaka,SDG 1,6.9,2016,6.9
Karnātaka,SDG 1,47.43,2017,47.43
Karnātaka,SDG 1,56.07,2018,56.07
Karnātaka,SDG 1,62.84,2019,62.84
Karnātaka,SDG 1,68.86,2020,68.86
Karnātaka,SDG 1,25.33,2021,25.33
Karnātaka,SDG 1,1,2022,1
Karnātaka,SDG 2,72.34,2015,72.34
Karnātaka,SDG 2,53.57,2016,53.57
Karnātaka,SDG 2,83.61,2017,83.61
Karnātaka,SDG 2,82.14,2018,82.14
Karnātaka,SDG 2,84.33,2019,84.33
Karnātaka,SDG 2,48.51,2020,48.51
Karnātaka,SDG 2,33.36,2021,33.36
Karnātaka,SDG 2,79.16,2022,79.16
Karnātaka,SDG 3,45.13,2015,45.13
Karnātaka,SDG 3,18.34,2016,18.34
Karnātaka,SDG 3,85.5,2017,85.5
Karnātaka,SDG 3,88.26,2018,88.26
Karnātaka,SDG 3,46.63,2019,46.63
Karnātaka,SDG 3,7.57,2020,7.57
Karnātaka,SDG 3,38.78,2021,38.78
Karnātaka,SDG 3,80.35,2022,80.35
Karnātaka,SDG 4,90.18,2015,90.18
Karnātaka,SDG 4,20.35,2016,20.35
Karnātaka,SDG 4,6.7,2017,6.7
Karnātaka,SDG 4,87.74,2018,87.74
Karnātaka,SDG 4,38.94,2019,38.94
Karnātaka,SDG 4,54.18,2020,54.18
Karnātaka,SDG 4,96.81,2021,96.81
Karnātaka,SDG 4,6.66,2022,6.66
Karnātaka,SDG 5,64.83,2015,64.83
Karnātaka,SDG 5,7.41,2016,7.41
Karnātaka,SDG 5,37.55,2017,37.55
Karnātaka,SDG 5,80.38,2018,80.38
Karnātaka,SDG 5,43.35,2019,43.35
Karnātaka,SDG 5,99.72,2020,99.72
Karnātaka,SDG 5,55.91,2021,55.91
Karnātaka,SDG 5,32.12,2022,32.12
Karnātaka,SDG 6,22.01,2015,22.01
Karnātaka,SDG 6,35.05,2016,35.05
Karnātaka,SDG 6,37.25,2017,37.25
Karnātaka,SDG 6,6.87,2018,6.87
Karnātaka,SDG 6,36.96,2019,36.96
Karnātaka,SDG 6,46.42,2020,46.42
Karnātaka,SDG 6,72.27,2021,72.27
Karnātaka,SDG 6,65.67,2022,65.67
Karnātaka,SDG 7,70.88,2015,70.88
Karnātaka,SDG 7,0.84,2016,0.84
Karnātaka,SDG 7,21.77,2017,21.77
Karnātaka,SDG 7,66.17,2018,66.17
Karnātaka,SDG 7,48.4,2019,48.4
Karnātaka,SDG 7,0.53,2020,0.53
Karnātaka,SDG 7,80.45,2021,80.45
Karnātaka,SDG 7,77.28,2022,77.28
Karnātaka,SDG 8,54.84,2015,54.84
Karnātaka,SDG 8,6.65,2016,6.65
Karnātaka,SDG 8,76.65,2017,76.65
Karnātaka,SDG 8,58.37,2018,58.37
Karnātaka,SDG 8,78.2,2019,78.2
Karnātaka,SDG 8,75.17,2020,75.17
Karnātaka,SDG 8,80.3,2021,80.3
Karnātaka,SDG 8,51.8,2022,51.8
Karnātaka,SDG 9,14.03,2015,14.03
Karnātaka,SDG 9,67.12,2016,67.12
Karnātaka,SDG 9,62.05,2017,62.05
Karnātaka,SDG 9,74.23,2018,74.23
Karnātaka,SDG 9,16.99,2019,16.99
Karnātaka,SDG 9,19.5,2020,19.5
Karnātaka,SDG 9,89.04,2021,89.04
Karnātaka,SDG 9,75,2022,75
Karnātaka,SDG 10,90.82,2015,90.82
Karnātaka,SDG 10,75.87,2016,75.87
Karnātaka,SDG 10,59.72,2017,59.72
Karnātaka,SDG 10,65.41,2018,65.41
Karnātaka,SDG 10,88.91,2019,88.91
Karnātaka,SDG 10,57.88,2020,57.88
Karnātaka,SDG 10,63.24,2021,63.24
Karnātaka,SDG 10,15.65,2022,15.65
Karnātaka,SDG 11,47.39,2015,47.39
Karnātaka,SDG 11,71.64,2016,71.64
Karnātaka,SDG 11,27.09,2017,27.09
Karnātaka,SDG 11,20.23,2018,20.23
Karnātaka,SDG 11,31.38,2019,31.38
Karnātaka,SDG 11,24.15,2020,24.15
Karnātaka,SDG 11,21.49,2021,21.49
Karnātaka,SDG 11,42.49,2022,42.49
Karnātaka,SDG 12,90.78,2015,90.78
Karnātaka,SDG 12,50.71,2016,50.71
Karnātaka,SDG 12,18.79,2017,18.79
Karnātaka,SDG 12,7.7,2018,7.7
Karnātaka,SDG 12,69.62,2019,69.62
Karnātaka,SDG 12,38.28,2020,38.28
Karnātaka,SDG 12,82.18,2021,82.18
Karnātaka,SDG 12,65.95,2022,65.95
Karnātaka,SDG 13,79.62,2015,79.62
Karnātaka,SDG 13,27.19,2016,27.19
Karnātaka,SDG 13,69.24,2017,69.24
Karnātaka,SDG 13,26.41,2018,26.41
Karnātaka,SDG 13,93.91,2019,93.91
Karnātaka,SDG 13,63.64,2020,63.64
Karnātaka,SDG 13,32.45,2021,32.45
Karnātaka,SDG 13,26.95,2022,26.95
Karnātaka,SDG 14,19.09,2015,19.09
Karnātaka,SDG 14,69.46,2016,69.46
Karnātaka,SDG 14,21.87,2017,21.87
Karnātaka,SDG 14,59.53,2018,59.53
Karnātaka,SDG 14,26.46,2019,26.46
Karnātaka,SDG 14,66.2,2020,66.2
Karnātaka,SDG 14,81.49,2021,81.49
Karnātaka,SDG 14,77.8,2022,77.8
Karnātaka,SDG 15,76.09,2015,76.09
Karnātaka,SDG 15,18.77,2016,18.77
Karnātaka,SDG 15,8.84,2017,8.84
Karnātaka,SDG 15,69.89,2018,69.89
Karnātaka,SDG 15,36.83,2019,36.83
Karnātaka,SDG 15,43.23,2020,43.23
Karnātaka,SDG 15,3.11,2021,3.11
Karnātaka,SDG 15,25.96,2022,25.96
Karnātaka,SDG 16,3.37,2015,3.37
Karnātaka,SDG 16,87.92,2016,87.92
Karnātaka,SDG 16,24.34,2017,24.34
Karnātaka,SDG 16,55.73,2018,55.73
Karnātaka,SDG 16,3.9,2019,3.9
Karnātaka,SDG 16,66.68,2020,66.68
Karnātaka,SDG 16,32.3,2021,32.3
Karnātaka,SDG 16,89.79,2022,89.79
Karnātaka,SDG 17,88.81,2015,88.81
Karnātaka,SDG 17,32.53,2016,32.53
Karnātaka,SDG 17,90.1,2017,90.1
Karnātaka,SDG 17,99.62,2018,99.62
Karnātaka,SDG 17,82.54,2019,82.54
Karnātaka,SDG 17,84.49,2020,84.49
Karnātaka,SDG 17,24.9,2021,24.9
Karnātaka,SDG 17,57.67,2022,57.67
Uttarākhand,SDG 1,6.73,2015,6.73
Uttarākhand,SDG 1,9.49,2016,9.49
Uttarākhand,SDG 1,99.89,2017,99.89
Uttarākhand,SDG 1,32.66,2018,32.66
Uttarākhand,SDG 1,74.82,2019,74.82
Uttarākhand,SDG 1,80.67,2020,80.67
Uttarākhand,SDG 1,85.8,2021,85.8
Uttarākhand,SDG 1,99.76,2022,99.76
Uttarākhand,SDG 2,24.15,2015,24.15
Uttarākhand,SDG 2,4.04,2016,4.04
Uttarākhand,SDG 2,41.12,2017,41.12
Uttarākhand,SDG 2,13.01,2018,13.01
Uttarākhand,SDG 2,2.24,2019,2.24
Uttarākhand,SDG 2,36.04,2020,36.04
Uttarākhand,SDG 2,78.37,2021,78.37
Uttarākhand,SDG 2,56.62,2022,56.62
Uttarākhand,SDG 3,31.28,2015,31.28
Uttarākhand,SDG 3,65.43,2016,65.43
Uttarākhand,SDG 3,23.2,2017,23.2
Uttarākhand,SDG 3,1.44,2018,1.44
Uttarākhand,SDG 3,76.44,2019,76.44
Uttarākhand,SDG 3,62.37,2020,62.37
Uttarākhand,SDG 3,76.23,2021,76.23
Uttarākhand,SDG 3,3.89,2022,3.89
Uttarākhand,SDG 4,83.71,2015,83.71
Uttarākhand,SDG 4,61.95,2016,61.95
Uttarākhand,SDG 4,56.34,2017,56.34
Uttarākhand,SDG 4,62.46,2018,62.46
Uttarākhand,SDG 4,86.44,2019,86.44
Uttarākhand,SDG 4,58.69,2020,58.69
Uttarākhand,SDG 4,58.1,2021,58.1
Uttarākhand,SDG 4,99.07,2022,99.07
Uttarākhand,SDG 5,75.67,2015,75.67
Uttarākhand,SDG 5,44.23,2016,44.23
Uttarākhand,SDG 5,70.74,2017,70.74
Uttarākhand,SDG 5,38.92,2018,38.92
Uttarākhand,SDG 5,22.89,2019,22.89
Uttarākhand,SDG 5,59.69,2020,59.69
Uttarākhand,SDG 5,92.82,2021,92.82
Uttarākhand,SDG 5,92.91,2022,92.91
Uttarākhand,SDG 6,34.19,2015,34.19
Uttarākhand,SDG 6,52.77,2016,52.77
Uttarākhand,SDG 6,21.16,2017,21.16
Uttarākhand,SDG 6,99.56,2018,99.56
Uttarākhand,SDG 6,98.11,2019,98.11
Uttarākhand,SDG 6,64.95,2020,64.95
Uttarākhand,SDG 6,80.44,2021,80.44
Uttarākhand,SDG 6,71.51,2022,71.51
Uttarākhand,SDG 7,59.32,2015,59.32
Uttarākhand,SDG 7,5.33,2016,5.33
Uttarākhand,SDG 7,45.48,2017,45.48
Uttarākhand,SDG 7,67.48,2018,67.48
Uttarākhand,SDG 7,67.75,2019,67.75
Uttarākhand,SDG 7,37.31,2020,37.31
Uttarākhand,SDG 7,94.17,2021,94.17
Uttarākhand,SDG 7,16.74,2022,16.74
Uttarākhand,SDG 8,50.04,2015,50.04
Uttarākhand,SDG 8,69.09,2016,69.09
Uttarākhand,SDG 8,69.71,2017,69.71
Uttarākhand,SDG 8,64.86,2018,64.86
Uttarākhand,SDG 8,27.53,2019,27.53
Uttarākhand,SDG 8,15.62,2020,15.62
Uttarākhand,SDG 8,63.59,2021,63.59
Uttarākhand,SDG 8,59.93,2022,59.93
Uttarākhand,SDG 9,17.94,2015,17.94
Uttarākhand,SDG 9,70.51,2016,70.51
Uttarākhand,SDG 9,45.52,2017,45.52
Uttarākhand,SDG 9,66.78,2018,66.78
Uttarākhand,SDG 9,83.74,2019,83.74
Uttarākhand,SDG 9,16.97,2020,16.97
Uttarākhand,SDG 9,1.91,2021,1.91
Uttarākhand,SDG 9,77.91,2022,77.91
Uttarākhand,SDG 10,60.97,2015,60.97
Uttarākhand,SDG 10,69.96,2016,69.96
Uttarākhand,SDG 10,83.82,2017,83.82
Uttarākhand,SDG 10,80.28,2018,80.28
Uttarākhand,SDG 10,96.09,2019,96.09
Uttarākhand,SDG 10,53.59,2020,53.59
Uttarākhand,SDG 10,48.85,2021,48.85
Uttarākhand,SDG 10,40.19,2022,40.19
Uttarākhand,SDG 11,15.37,2015,15.37
Uttarākhand,SDG 11,57.26,2016,57.26
Uttarākhand,SDG 11,27.7,2017,27.7
Uttarākhand,SDG 11,92.13,2018,92.13
Uttarākhand,SDG 11,58.32,2019,58.32
Uttarākhand,SDG 11,59.28,2020,59.28
Uttarākhand,SDG 11,35.49,2021,35.49
Uttarākhand,SDG 11,5.2,2022,5.2
